timestamp,age,industry,job_title,job_context,annual_salary,additional_comp,currency,"If ""Other,"" please indicate the currency here: ",income_context,work_country,work_state,work_city,years_experience_total,years_experience_field,education_level,gender,race,mean_age
4/27/2021 11:37,35-44,Computing & Technology,Sr. Program Manager,,"185,000",92000.0,USD,,Stock grants plus bonus,US,Massachusetts,Boston,21 - 30 years,21 - 30 years,College degree,Woman,White,39.5
4/27/2021 11:37,25-34,Government & Public Services,Accountant 1,Finance Department for Town Municipality,"30,000",,USD,,,USA,New Hampshire,Manchester,2 - 4 years,2 - 4 years,College degree,Woman,White,29.5
4/27/2021 11:37,25-34,Government & Public Services,Outreach Manager,"I oversee the marketing department's outreach program, but I don't manage any staff.","45,900",,USD,,,United States,Indiana,Indianapolis,8 - 10 years,5-7 years,College degree,Woman,White,29.5
4/27/2021 11:37,35-44,Engineering & Industrial,Senior mechanical engineer ,,"96,000",0.0,USD,,,United States,Illinois,Chicago,11 - 20 years,11 - 20 years,College degree,Woman,White,39.5
4/27/2021 11:37,35-44,Computing & Technology,Senior Consultant,Salesforce Developer/Architect,"147,000",2000.0,USD,,Bonus varies depending on company profits,United States,Georgia,Alpharetta,11 - 20 years,11 - 20 years,College degree,Woman,White,39.5
4/27/2021 11:37,25-34,Computing & Technology,Reporter,,"60,000",0.0,USD,,,USA,District of Columbia,DC,5-7 years,5-7 years,College degree,Woman,White,29.5
4/27/2021 11:37,35-44,"Business, Finance & Consulting",Web Application Developer,,"71,500",7150.0,CAD,,"Bonus listed is the max amount and varies based on corporate, department, and personal performance",Canada,,Toronto,11 - 20 years,11 - 20 years,College degree,Woman,White,39.5
4/27/2021 11:37,35-44,Health & Life Sciences,Records Management,Regional Director Level,"135,000",35000.0,USD,,,United States,Massachusetts,Boston,11 - 20 years,11 - 20 years,Master's degree,Woman,White,39.5
4/27/2021 11:37,35-44,Government & Public Services,Analyst,,"101,024",500.0,USD,,,USA,Ohio,Dayton,11 - 20 years,11 - 20 years,Master's degree,Woman,White,39.5
4/27/2021 11:37,25-34,Engineering & Industrial,Mechanical Engineer,,"134,000",,USD,,,United States,California,Los Angeles,5-7 years,5-7 years,PhD,Woman,Asian or Asian American,29.5
4/27/2021 11:38,25-34,"Business, Finance & Consulting",Senior Consultant,,"100,000",9000.0,USD,,,United States,Florida,Orlando,11 - 20 years,8 - 10 years,Master's degree,Woman,White,29.5
4/27/2021 11:38,35-44,"Business, Finance & Consulting",Project Manager,,"55,000",1000.0,USD,,,USA,California,San Diego,21 - 30 years,5-7 years,College degree,Woman,White,39.5
4/27/2021 11:38,25-34,"Business, Finance & Consulting",Revenue Accountant,,"33,700",2000.0,EUR,,,Ireland,,Cork,8 - 10 years,2 - 4 years,College degree,Woman,White,29.5
4/27/2021 11:38,35-44,Engineering & Industrial,Senior Process Engineer,,"130,000",26000.0,USD,,,USA,Oklahoma,Tulsa,11 - 20 years,11 - 20 years,College degree,Woman,White,39.5
4/27/2021 11:38,35-44,"Business, Finance & Consulting",Payroll Manager,We handle HRO outsourcing for clients. I manage a team for our clients. ,"64,000",0.0,USD,,,United States,Kansas,Wichita,11 - 20 years,8 - 10 years,College degree,Woman,Another option not listed here or prefer not to answer,39.5
4/27/2021 11:38,35-44,Government & Public Services,Sr. Analyst,,"64,000",,USD,,I do get amazing benefits and am pension eligible.,USA,Arizona,Phoenix,11 - 20 years,8 - 10 years,College degree,Woman,White,39.5
4/27/2021 11:38,55-64,"Business, Finance & Consulting",Product Manager,,"103,000",20000.0,USD,,,United States,Virginia,Chantilly,31 - 40 years,31 - 40 years,Some college,Woman,White,59.5
4/27/2021 11:38,35-44,Government & Public Services,Communications Analyst,"Internal and external communications (talking points, social media, technical writing and editing) for a Federal agency as a contractor. ","120,000",0.0,USD,,,USA,District of Columbia,DC,8 - 10 years,5-7 years,PhD,Woman,Another option not listed here or prefer not to answer,39.5
4/27/2021 11:38,25-34,"Business, Finance & Consulting",Customer Service Associate,,"51,000",,USD,,,USA,Kentucky,Cincinnati,11 - 20 years,5-7 years,College degree,Woman,White,29.5
4/27/2021 11:38,25-34,"Business, Finance & Consulting",Staff Accountant,,"64,200",9630.0,USD,,,USA,Massachusetts,Andover,5-7 years,5-7 years,College degree,Woman,White,29.5
4/27/2021 11:38,55-64,Government & Public Services,Executive Assistant,Local Government EA,"58,000",11000.0,USD,,"Standard 35 hour week, base salary plus extra hourly pay over 35",United States,New Jersey,Atlantic City,31 - 40 years,21 - 30 years,College degree,Woman,White,59.5
4/27/2021 11:38,25-34,Government & Public Services,Program Coordinator,,"47,000",0.0,USD,,,United States,Illinois,Chicago,8 - 10 years,5-7 years,Master's degree,Woman,White,29.5
4/27/2021 11:38,18-24,"Business, Finance & Consulting",Quantitative Analyst,,"90,000",6000.0,USD,,,United States,District of Columbia,DC,2 - 4 years,2 - 4 years,College degree,Woman,White,21.0
4/27/2021 11:38,25-34,"Business, Finance & Consulting",Vice President,I'm a survey statistician for a global PR company,"101,000",0.0,USD,,,USA,Missouri,St. Louis,8 - 10 years,8 - 10 years,Master's degree,Man,White,29.5
4/27/2021 11:38,25-34,"Business, Finance & Consulting",Social Media Manager,,"70,000",,USD,,,USA,Minnesota,Minneapolis,8 - 10 years,5-7 years,College degree,Woman,White,29.5
4/27/2021 11:39,25-34,Computing & Technology,Senior Software Engineer,,"135,000",,USD,,,U.S.,Massachusetts,Boston,5-7 years,5-7 years,College degree,Woman,Black or African American,29.5
4/27/2021 11:39,35-44,Computing & Technology,Manager Operations,,"158,000",50000.0,USD,,,United States,Maryland,Baltimore,11 - 20 years,11 - 20 years,Master's degree,Man,Middle Eastern or Northern African,39.5
4/27/2021 11:39,45-54,Computing & Technology,Engineer,,"98,000",3000.0,USD,,,US,Texas,Austin,21 - 30 years,21 - 30 years,College degree,Woman,White,49.5
4/27/2021 11:39,18-24,"Business, Finance & Consulting",Research Associate,,"76,000",,USD,,,United States,Massachusetts,Boston,1 year or less,1 year or less,College degree,Woman,White,21.0
4/27/2021 11:39,25-34,Health & Life Sciences,Clinical Research Monitor,Research Associate,"63,000",,USD,,,USA,Colorado,Aurora,11 - 20 years,11 - 20 years,College degree,Woman,White,29.5
4/27/2021 11:39,35-44,Computing & Technology,Collection Development Librarian,,"65,000",,USD,,,United States,Massachusetts,Boston,11 - 20 years,8 - 10 years,Master's degree,Woman,White,39.5
4/27/2021 11:39,25-34,Health & Life Sciences,Project Manager,Sometimes wear the hat of an operations manager,"56,000",1000.0,USD,,,US,Pennsylvania,"Abington, PA",5-7 years,2 - 4 years,Master's degree,Woman,Asian or Asian American,29.5
4/27/2021 11:39,35-44,"Business, Finance & Consulting",Managing Director,Investment Banking,"145,000",455000.0,USD,,Bonus depends on production,US,California,San Francisco,11 - 20 years,11 - 20 years,Master's degree,Man,White,39.5
4/27/2021 11:39,35-44,"Business, Finance & Consulting","Director, Human Resources",,"130,000",13000.0,USD,,,United States,Vermont,Burlington,11 - 20 years,8 - 10 years,Master's degree,Woman,White,39.5
4/27/2021 11:39,25-34,Engineering & Industrial,Manufacturing Engineer,,"61,500",0.0,USD,,,USA,Idaho,Sandpoint,5-7 years,5-7 years,College degree,Woman,White,29.5
4/27/2021 11:39,25-34,Engineering & Industrial,Test Engineer,Hardware Test Engineer,"68,000",0.0,USD,,,United States,New York,Islip,8 - 10 years,5-7 years,College degree,Man,"Asian or Asian American, White",29.5
4/27/2021 11:39,45-54,Computing & Technology,Tech Lead,Web development in fintech,"130,000",0.0,CAD,,,Canada,,Montreal,21 - 30 years,21 - 30 years,Some college,Man,White,49.5
4/27/2021 11:39,45-54,"Business, Finance & Consulting",Director of Sales,,"85,000",17000.0,USD,,,USA,Wisconsin,Madison,21 - 30 years,21 - 30 years,Master's degree,Woman,White,49.5
4/27/2021 11:39,45-54,Computing & Technology,Office Manager,,"38,000",2000.0,USD,,,USA,West Virginia,Morgantown,11 - 20 years,8 - 10 years,Master's degree,Woman,White,49.5
4/27/2021 11:39,25-34,"Business, Finance & Consulting",Account Executive,,"55,000",,USD,,,United States,Georgia,Atlanta,5-7 years,5-7 years,College degree,Woman,White,29.5
4/27/2021 11:39,35-44,Engineering & Industrial,Strategic Sourcing Manager,,"120,000",20000.0,USD,,Bonus depends on company performance and targets,United States,California,Torrance,11 - 20 years,11 - 20 years,Master's degree,Woman,White,39.5
4/27/2021 11:39,45-54,"Business, Finance & Consulting",Senior Underwriter,,"121,000",15000.0,USD,,,US,Wisconsin,Madison,21 - 30 years,21 - 30 years,College degree,Woman,White,49.5
4/27/2021 11:39,25-34,Engineering & Industrial,Civil Engineer,,"85,000",21000.0,USD,,10% 401(k) profit sharing + 8% match on 4% contribution,U.S.,Virginia,Virgnia Beach,5-7 years,5-7 years,Master's degree,Man,,29.5
4/27/2021 11:39,25-34,"Business, Finance & Consulting",program manager,,"63,000",3000.0,USD,,,U.S.,District of Columbia,washington,2 - 4 years,2 - 4 years,College degree,Woman,Asian or Asian American,29.5
4/27/2021 11:39,35-44,Government & Public Services,Security Officer,,"36,000",,USD,,,USA,Minnesota,Minneapolis,11 - 20 years,8 - 10 years,College degree,Woman,Another option not listed here or prefer not to answer,39.5
4/27/2021 11:40,35-44,Health & Life Sciences,Administration ,,"46,800",,USD,,,USA,Massachusetts,Newton,11 - 20 years,8 - 10 years,Some college,Woman,White,39.5
4/27/2021 11:40,35-44,Computing & Technology,Senior Software Engineer,,"131,000",10000.0,USD,,,United States,Massachusetts,Boston,11 - 20 years,5-7 years,College degree,Man,White,39.5
4/27/2021 11:40,35-44,"Business, Finance & Consulting",President,,"175,000",25000.0,USD,,,USA,Iowa,Des Moines,11 - 20 years,8 - 10 years,College degree,Man,Another option not listed here or prefer not to answer,39.5
4/27/2021 11:40,25-34,"Business, Finance & Consulting",Marketing Executive,,"27,950",0.0,GBP,,,United Kingdom,,Leeds,8 - 10 years,8 - 10 years,College degree,Woman,White,29.5
4/27/2021 11:40,35-44,Engineering & Industrial,Creative Project Manager,PM for the creative team in the marketing division ,"72,000",0.0,USD,,,usa,North Carolina,charlotte,11 - 20 years,11 - 20 years,College degree,Woman,White,39.5
4/27/2021 11:40,25-34,"Business, Finance & Consulting",Consultant,"Healthcare software industry, W2 salaried consultant with benefits","147,000",0.0,USD,,"All leave is unpaid, the salary I entered assumes 3 weeks of PTO",United States,Ohio,Columbus,5-7 years,5-7 years,College degree,Woman,White,29.5
4/27/2021 11:40,25-34,Computing & Technology,Consultant,I’m hired by clients to work for them on any project they need help on.,"162,760",,USD,,,United States,Illinois,Chicago,8 - 10 years,8 - 10 years,College degree,Woman,White,29.5
4/27/2021 11:40,25-34,Engineering & Industrial,Staff Geologist,,"57,636",0.0,USD,,,US,Georgia,Atlanta,2 - 4 years,2 - 4 years,Master's degree,Woman,White,29.5
4/27/2021 11:40,25-34,Health & Life Sciences,Sr Consultant,,"120,000",5000.0,USD,,,USA,California,SF Bay Area,8 - 10 years,8 - 10 years,Master's degree,Woman,"Asian or Asian American, White",29.5
4/27/2021 11:40,25-34,Engineering & Industrial,Engineering Manager ,,"115,000",5000.0,USD,,,USA,Connecticut,Hartford,8 - 10 years,8 - 10 years,College degree,Woman,White,29.5
4/27/2021 11:40,25-34,Computing & Technology,Data Engineer,,"68,000",7000.0,EUR,,"This is gross salary, net pay is 54000 + 5500 bonus",France,,Paris,8 - 10 years,2 - 4 years,PhD,Man,White,29.5
4/27/2021 11:40,55-64,Computing & Technology,Managing Editor,,"63,420",2000.0,USD,,,United States,Nevada,Las Vegas,21 - 30 years,21 - 30 years,Some college,Woman,White,59.5
4/27/2021 11:40,25-34,Computing & Technology,Technical Account Manager,I help named accounts maintain our server software,"100,000",15000.0,USD,,I also receive about $12000 in company stock each year,United States,Colorado,Broomfield,5-7 years,2 - 4 years,College degree,Woman,White,29.5
4/27/2021 11:40,25-34,"Business, Finance & Consulting",Manager,,"102,000",20000.0,USD,,,USA,California,Los Angeles,11 - 20 years,8 - 10 years,Master's degree,Woman,White,29.5
4/27/2021 11:40,35-44,Health & Life Sciences,Systems analyst,,"110,000",0.0,USD,,,Usa,Virginia,Fairfax,21 - 30 years,21 - 30 years,College degree,Woman,Asian or Asian American,39.5
4/27/2021 11:40,25-34,Engineering & Industrial,Environmental engineer,,"84,000",2000.0,USD,,,USA ,Illinois,Chicago,5-7 years,5-7 years,Master's degree,Woman,White,29.5
4/27/2021 11:40,25-34,Computing & Technology,Product Manager,,"45,000",,GBP,,,UK,,London,8 - 10 years,2 - 4 years,Master's degree,Woman,White,29.5
4/27/2021 11:40,25-34,"Business, Finance & Consulting",Compliance Officer,,"59,600",13000.0,EUR,,,France,,Paris,8 - 10 years,8 - 10 years,Master's degree,Woman,Another option not listed here or prefer not to answer,29.5
4/27/2021 11:41,25-34,"Business, Finance & Consulting",Project Manager,Market research project manager,"25,300",1000.0,GBP,,,United Kingdom,,Reading,5-7 years,2 - 4 years,Master's degree,Woman,White,29.5
4/27/2021 11:41,35-44,Government & Public Services,Security Officer,"This in an infosec position, not an armed security officer","98,000",3400.0,USD,,,United States,District of Columbia,Washington DC,11 - 20 years,8 - 10 years,College degree,Woman,White,39.5
4/27/2021 11:41,35-44,Computing & Technology,Corporate Trainer,,"61,000",,USD,,,USA,Utah,Salt Lake City,11 - 20 years,8 - 10 years,College degree,Woman,White,39.5
4/27/2021 11:41,25-34,Engineering & Industrial,Quality Engineer,"Medical device, post market surveillance ","75,000",,USD,,,United States,Massachusetts,Boston ,5-7 years,5-7 years,College degree,Non-binary,White,29.5
4/27/2021 11:41,25-34,"Business, Finance & Consulting",Senior Consultant,,"80,000",,USD,,,USA,District of Columbia,Washington,2 - 4 years,2 - 4 years,Master's degree,Woman,White,29.5
4/27/2021 11:41,45-54,Computing & Technology,Technical writer,,"110,000",6000.0,USD,,,United States,Rhode Island,Johnston,21 - 30 years,21 - 30 years,College degree,Man,White,49.5
4/27/2021 11:41,25-34,Computing & Technology,Head of Development,lead a devteam of 3 - soon 8 engineers,"56,400",4700.0,EUR,,pre-tax,Netherlands,,The Hague,5-7 years,5-7 years,Master's degree,Man,White,29.5
4/27/2021 11:41,35-44,Government & Public Services,Budget analyst,,"146,500",0.0,USD,,,United States,Washington,Seattle,11 - 20 years,11 - 20 years,College degree,Woman,White,39.5
4/27/2021 11:41,25-34,Health & Life Sciences,Professional Research Assistant,,"50,000",0.0,USD,,,USA,Colorado,Denver,11 - 20 years,8 - 10 years,College degree,Woman,White,29.5
4/27/2021 11:41,25-34,Computing & Technology,Software Engineer,,"196,000",25000.0,USD,,,USA,California,San Francisco,5-7 years,5-7 years,College degree,Man,Asian or Asian American,29.5
4/27/2021 11:41,35-44,Computing & Technology,Senior Technical Writer,,"78,000",,USD,,"Haven't been at the job for a year yet, so no information on bonuses.",United States,Texas,Dallas,21 - 30 years,21 - 30 years,Master's degree,Woman,White,39.5
4/27/2021 11:41,25-34,Health & Life Sciences,Senior Project Manager,,"115,000",23000.0,USD,,Additional compensation is based on merit and includes an annual bonus and restricted stock grants. ,United States,Virginia,Arlington,5-7 years,5-7 years,Master's degree,Woman,White,29.5
4/27/2021 11:41,25-34,Computing & Technology,Technical Writer II,,"70,000",0.0,USD,,,United States,Colorado,Denver,8 - 10 years,2 - 4 years,Master's degree,Woman,White,29.5
4/27/2021 11:41,35-44,Computing & Technology,GIS Specialist,,"64,000",,USD,,,USA,New York,Albany,11 - 20 years,11 - 20 years,Master's degree,Woman,White,39.5
4/27/2021 11:42,25-34,"Business, Finance & Consulting",Senior Scrum Master,,"85,000",10000.0,USD,,The indicated bonus is a once-annual lump sum,USA,Florida,Tampa,8 - 10 years,5-7 years,College degree,Woman,White,29.5
4/27/2021 11:42,25-34,Engineering & Industrial,Office manager ,,"50,000",,USD,,,USA ,Texas,Houston,8 - 10 years,5-7 years,College degree,Woman,"Hispanic, Latino, or Spanish origin",29.5
4/27/2021 11:42,45-54,Government & Public Services,Archivist,,"80,000",0.0,USD,,,USA,New York,Buffalo,21 - 30 years,21 - 30 years,Master's degree,Woman,White,49.5
4/27/2021 11:42,45-54,Government & Public Services,Data Analyst,,"80,000",0.0,USD,,,USA,North Carolina,Asheville,21 - 30 years,2 - 4 years,PhD,Woman,White,49.5
4/27/2021 11:42,45-54,Computing & Technology,Database Administrator,,"61,000",10000.0,EUR,,,Germany,,Aachen,21 - 30 years,11 - 20 years,College degree,Woman,White,49.5
4/27/2021 11:42,35-44,Computing & Technology,Program Manager II,,"81,600",35000.0,USD,,,United States,Massachusetts,Boston,11 - 20 years,2 - 4 years,College degree,Non-binary,White,39.5
4/27/2021 11:42,35-44,"Business, Finance & Consulting",Executive Assistant,,"87,000",1000.0,USD,,,United States,New York,New YOrk,11 - 20 years,11 - 20 years,College degree,Woman,White,39.5
4/27/2021 11:42,25-34,Health & Life Sciences,Pharmacist,Part time,"55,000",,USD,,,United States,Texas,Tyler,2 - 4 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,"Hispanic, Latino, or Spanish origin",29.5
4/27/2021 11:42,35-44,"Business, Finance & Consulting",Office Manager ,,"80,000",30000.0,USD,,,USA,Texas,Dallas,21 - 30 years,11 - 20 years,College degree,Woman,White,39.5
4/27/2021 11:42,25-34,Computing & Technology,Senior Data Scientist ,,"138,000",15000.0,USD,,,United States,Illinois,Chicago,2 - 4 years,2 - 4 years,College degree,Woman,White,29.5
4/27/2021 11:42,25-34,Engineering & Industrial,Senior Regulatory Affairs Specialist,,"100,000",18000.0,USD,,,USA,Washington,Redmond,5-7 years,2 - 4 years,PhD,Woman,White,29.5
4/27/2021 11:42,25-34,Computing & Technology,Scientist I,,"109,000",10000.0,USD,,,USA,Washington,Seattle,5-7 years,5-7 years,PhD,Woman,White,29.5
4/27/2021 11:42,35-44,"Business, Finance & Consulting",Vice President,Meetings & Events,"92,000",0.0,USD,,,United States,Illinois,Chicago,21 - 30 years,11 - 20 years,College degree,Woman,White,39.5
4/27/2021 11:42,35-44,Computing & Technology,IT Program Manager,work as a consultant in mergers & aquisitions,"143,000",0.0,USD,,"hourly employee, 40 hours paid PTO",United States,Wisconsin,Milwaukee area,11 - 20 years,8 - 10 years,Master's degree,Woman,White,39.5
4/27/2021 11:43,25-34,Health & Life Sciences,Chief Operating Officer,,"200,000",50000.0,USD,,,United States,California,San Francisco,11 - 20 years,11 - 20 years,Some college,Man,White,29.5
4/27/2021 11:43,25-34,Computing & Technology,Implementation Manager,onboards new customers,"87,500",17000.0,USD,,negotiated my salary - was offered 10k less,USA,Ohio,Columbus,8 - 10 years,5-7 years,College degree,Woman,White,29.5
4/27/2021 11:43,25-34,Engineering & Industrial,Mechanical Engineer III,,"114,400",2500.0,USD,,,United States,Massachusetts,Andover,5-7 years,5-7 years,College degree,Woman,White,29.5
4/27/2021 11:43,35-44,"Business, Finance & Consulting",Consultant ,Change management consultant ,"83,000",,USD,,,US,"District of Columbia, Maryland",DC,8 - 10 years,2 - 4 years,Master's degree,Woman,"Hispanic, Latino, or Spanish origin",39.5
4/27/2021 11:43,35-44,"Business, Finance & Consulting",Senior Compliance Analyst,,"85,000",12000.0,USD,,,U.S.A. ,Ohio,Cleveland,11 - 20 years,8 - 10 years,College degree,Woman,White,39.5
4/27/2021 11:43,25-34,Computing & Technology,Technical Writer,,"91,000",5000.0,USD,,,United States,Colorado,Denver,5-7 years,5-7 years,Master's degree,Other or prefer not to answer,Another option not listed here or prefer not to answer,29.5
4/27/2021 11:43,35-44,Computing & Technology,Director of IT,,"175,000",5000.0,USD,,,USA,California,San Francisco,21 - 30 years,11 - 20 years,Some college,Man,White,39.5
4/27/2021 11:43,35-44,Computing & Technology,Senior Associate Scientist,,"116,802",11680.0,USD,,,United States,Massachusetts,Cambridge,21 - 30 years,21 - 30 years,Master's degree,Woman,White,39.5
4/27/2021 11:43,25-34,Engineering & Industrial,Senior systems engineer,,"100,100",0.0,USD,,,USA,Iowa,My city + industry would ID my employer,5-7 years,5-7 years,Master's degree,Woman,White,29.5
4/27/2021 11:43,25-34,"Business, Finance & Consulting",Associate Banker,,"28,000",,USD,,,United States,Michigan,Canton,2 - 4 years,2 - 4 years,College degree,Woman,White,29.5
4/27/2021 11:43,25-34,Government & Public Services,Diplomat,Currently expatriated to a country 3 flight hours away.,"36,000",78000.0,EUR,,,Germany,,Berlin ,5-7 years,5-7 years,PhD,Woman,White,29.5
4/27/2021 11:43,25-34,Computing & Technology,Associate Publicist,I work at a book publisher! ,"53,000",2500.0,USD,,"The $2500 bonus is variable per year depending on sales. Also our workweek is 35 hours a week, not 40",US,New York,New York City,5-7 years,5-7 years,College degree,Woman,White,29.5
4/27/2021 11:43,35-44,Engineering & Industrial,Test Engineer,,"90,000",2000.0,USD,,,USA,Massachusetts,Boston,11 - 20 years,11 - 20 years,College degree,Woman,White,39.5
4/27/2021 11:43,35-44,Government & Public Services,Attorney,,"156,000",0.0,USD,,,United States,California,Sacramento,11 - 20 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Woman,White,39.5
4/27/2021 11:43,55-64,Engineering & Industrial,Payroll Manager,,"117,000",,USD,,,USA,California,San Diego,21 - 30 years,21 - 30 years,College degree,Woman,White,59.5
4/27/2021 11:43,35-44,Computing & Technology,Senior HRIS Analyst,I support Workday,"123,250",12325.0,USD,,"10% of income, based on corporate performance, starting in 2022 for 2021 fiscal year",USA,Colorado,Denver,11 - 20 years,5-7 years,College degree,Non-binary,White,39.5
4/27/2021 11:43,35-44,Computing & Technology,Brand Director,,"100,000",,USD,,,United States,Pennsylvania,Pittsburgh,11 - 20 years,8 - 10 years,College degree,Woman,White,39.5
4/27/2021 11:43,35-44,Computing & Technology,VP Product,,"135,000",10000.0,USD,,,USA,Massachusetts,Boston,11 - 20 years,11 - 20 years,Master's degree,Woman,White,39.5
4/27/2021 11:43,35-44,Computing & Technology,IT Manager,,"38,000",0.0,GBP,,,United Kingdom,,Swindon,21 - 30 years,21 - 30 years,Master's degree,Woman,"Black or African American, Hispanic, Latino, or Spanish origin",39.5
4/27/2021 11:43,35-44,Health & Life Sciences,Research Coordinator,,"86,700",0.0,CAD,,,Canada,,Toronto,11 - 20 years,11 - 20 years,Master's degree,Woman,Another option not listed here or prefer not to answer,39.5
4/27/2021 11:43,45-54,Engineering & Industrial,Environmental Coordinator,Management of environmental compliance requirements,"100,000",10000.0,USD,,,US,California,"Not identifying, but the Central Valley, CA",21 - 30 years,8 - 10 years,College degree,Woman,White,49.5
4/27/2021 11:43,35-44,Computing & Technology,Senior Network Engineer,,"120,000",15000.0,USD,,,USA,Illinois,Chicago,21 - 30 years,11 - 20 years,College degree,Man,White,39.5
4/27/2021 11:43,45-54,Computing & Technology,Director of Technology,,"88,000",,USD,,,USA,Michigan,Ann Arbor,31 - 40 years,21 - 30 years,Master's degree,Man,White,49.5
4/27/2021 11:44,35-44,Computing & Technology,Project Manager,,"82,000",0.0,USD,,,United States,Nevada,Reno,11 - 20 years,5-7 years,College degree,Woman,White,39.5
4/27/2021 11:44,25-34,"Business, Finance & Consulting",Talent Acquisition Coordinator,,"75,000",,USD,,,USA,Massachusetts,Boston,8 - 10 years,2 - 4 years,College degree,Woman,White,29.5
4/27/2021 11:44,45-54,Health & Life Sciences,Physician,,"180,000",,USD,,,US,Virginia,Waynesboro,21 - 30 years,21 - 30 years,"Professional degree (MD, JD, etc.)",Woman,White,49.5
4/27/2021 11:44,35-44,Health & Life Sciences,Senior Research Associate II,,"87,000",8000.0,USD,,,USA,Washington,Seattle,11 - 20 years,11 - 20 years,Master's degree,Woman,White,39.5
4/27/2021 11:44,35-44,Government & Public Services,Care manager,,"47,000",200.0,USD,,,USA,Pennsylvania,Philadelphia ,11 - 20 years,8 - 10 years,Master's degree,Woman,White,39.5
4/27/2021 11:44,35-44,Computing & Technology,Director,,"165,000",0.0,USD,,,United States,Minnesota,Remote,11 - 20 years,11 - 20 years,Master's degree,Woman,White,39.5
4/27/2021 11:44,25-34,Engineering & Industrial,Project Engineer,I am a project and team manager and new partner in the firm; titles are vague at my company,"100,000",25000.0,CAD,,,Canada,,Guelph,11 - 20 years,8 - 10 years,Master's degree,Woman,"Asian or Asian American, White",29.5
4/27/2021 11:44,25-34,"Business, Finance & Consulting",HR Business Partner,,"125,000",0.0,USD,,,United States of America,North Carolina,Raleigh,11 - 20 years,8 - 10 years,Master's degree,Woman,White,29.5
4/27/2021 11:44,25-34,Computing & Technology,Senior Software Engineer,,"72,000",6000.0,USD,,Annual bonus amount is after tax and varies depending on how well my company does. The last two years it's been fairly high; previously it was closer to $4k than $6k. In 2020 we also received an additional $1500 to offset the costs of setting up work-from-home offices.,United States,Michigan,Lansing,5-7 years,5-7 years,College degree,Woman,White,29.5
4/27/2021 11:44,25-34,Computing & Technology,DevOps Engineer,,"105,000",,USD,,,US,Pennsylvania,Philedelphia,5-7 years,5-7 years,Some college,Non-binary,Another option not listed here or prefer not to answer,29.5
4/27/2021 11:44,25-34,Computing & Technology,Operations Manager,,"70,000",,USD,,,United States,Colorado,Denver,5-7 years,5-7 years,Master's degree,Man,White,29.5
4/27/2021 11:45,25-34,Computing & Technology,Data Scientist,,"87,000",5000.0,USD,,,United States,Utah,Salt Lake City,2 - 4 years,2 - 4 years,Master's degree,Woman,White,29.5
4/27/2021 11:45,35-44,Health & Life Sciences,Sr. HR Business Partner,,"101,000",1500.0,USD,,,US,Oregon,Medford ,11 - 20 years,11 - 20 years,Master's degree,Woman,White,39.5
4/27/2021 11:45,25-34,Government & Public Services,Civil servant,,"20,137",,GBP,,,UK,,Peterlee,8 - 10 years,8 - 10 years,Some college,Woman,"Asian or Asian American, White",29.5
4/27/2021 11:45,35-44,"Business, Finance & Consulting",Operations,"Cover all areas of HR, compliance, office management and assistant/admin duties. Non-manager.","40,000",15000.0,GBP,,,United Kingdom,,London,11 - 20 years,11 - 20 years,High School,Non-binary,White,39.5
4/27/2021 11:45,25-34,Government & Public Services,Program Coordinator,,"72,467",0.0,USD,,,US,Massachusetts,Wakefield,11 - 20 years,8 - 10 years,College degree,Woman,White,29.5
4/27/2021 11:45,25-34,Government & Public Services,Analyst ,Federal Performance auditor ,"81,000",0.0,USD,,,United states,California,Oakland ,5-7 years,2 - 4 years,Master's degree,Woman,"Hispanic, Latino, or Spanish origin, Another option not listed here or prefer not to answer",29.5
4/27/2021 11:45,25-34,"Business, Finance & Consulting",Client Service Manager,,"66,000",2000.0,USD,,,United States,Illinois,Schaumburg ,8 - 10 years,5-7 years,College degree,Woman,White,29.5
4/27/2021 11:45,25-34,Computing & Technology,Production Manager,Research publishing,"60,000",6000.0,USD,,,United States,Massachusetts,Boston,8 - 10 years,8 - 10 years,Master's degree,Woman,White,29.5
4/27/2021 11:45,25-34,"Business, Finance & Consulting",Consultant,,"71,000",6000.0,USD,,,USA,Ohio,Cincinnati,8 - 10 years,8 - 10 years,Master's degree,Woman,White,29.5
4/27/2021 11:45,25-34,"Business, Finance & Consulting",Analyst,,"25,000",1000.0,GBP,,,UK,,London,1 year or less,1 year or less,Master's degree,Woman,White,29.5
4/27/2021 11:45,35-44,Health & Life Sciences,Physical Therapist,Work for local public health department,"112,000",0.0,USD,,,United States,California,Oxnard,8 - 10 years,8 - 10 years,Master's degree,Woman,White,39.5
4/27/2021 11:45,25-34,Engineering & Industrial,Learning and Development Specialist,,"35,000",0.0,GBP,,,England,,Southampton,8 - 10 years,5-7 years,Master's degree,Woman,White,29.5
4/27/2021 11:45,35-44,Engineering & Industrial,Department Supervisor,,"64,000",0.0,USD,,,United States,Tennessee,Greater Nashville Area,11 - 20 years,11 - 20 years,Master's degree,Woman,White,39.5
4/27/2021 11:45,25-34,Engineering & Industrial,Mechanical Engineer II,,"77,000",0.0,USD,,,United States,New Mexico,Albuquerqur,5-7 years,5-7 years,Master's degree,Woman,White,29.5
